date,usd_cny_rate,selected_time_col,readable_status,ocr_review_file,header_visible_in_slice,source_image,source_platform,source_method,data_quality_level,record_status,date_dt,header_rank,week_id,natural_week_start,natural_week_end
2026-02-06,6.9385,20:00_or_rightmost_visible, 2026-02-06 | 6.9385 | readable; weekly last visible trading day ,fx-screenshot-small-slices/fx-slice-06-review.md,False,output/半年汇率表.png,中国外汇交易中心历史参考汇率截图,long_screenshot_ocr,B_screenshot_ocr_header_inferred,ocr_extracted_from_user_screenshot_needs_spot_check,2026-02-06,0,2026-W06,2026-02-02,2026-02-08
2026-02-09,6.9236,20:00_or_rightmost_visible, 2026-02-09 | 6.9236 | readable ,fx-screenshot-small-slices/fx-slice-06-review.md,False,output/半年汇率表.png,中国外汇交易中心历史参考汇率截图,long_screenshot_ocr,B_screenshot_ocr_header_inferred,ocr_extracted_from_user_screenshot_needs_spot_check,2026-02-09,0,2026-W07,2026-02-09,2026-02-15
2026-02-10,6.9134,20:00_or_rightmost_visible, 2026-02-10 | 6.9134 | readable ,fx-screenshot-small-slices/fx-slice-06-review.md,False,output/半年汇率表.png,中国外汇交易中心历史参考汇率截图,long_screenshot_ocr,B_screenshot_ocr_header_inferred,ocr_extracted_from_user_screenshot_needs_spot_check,2026-02-10,0,2026-W07,2026-02-09,2026-02-15
2026-02-11,6.9106,20:00_or_rightmost_visible, 2026-02-11 | 6.9106 | readable ,fx-screenshot-small-slices/fx-slice-06-review.md,False,output/半年汇率表.png,中国外汇交易中心历史参考汇率截图,long_screenshot_ocr,B_screenshot_ocr_header_inferred,ocr_extracted_from_user_screenshot_needs_spot_check,2026-02-11,0,2026-W07,2026-02-09,2026-02-15
2026-02-12,6.9009,20:00_or_rightmost_visible, 2026-02-12 | 6.9009 | readable ,fx-screenshot-small-slices/fx-slice-06-review.md,False,output/半年汇率表.png,中国外汇交易中心历史参考汇率截图,long_screenshot_ocr,B_screenshot_ocr_header_inferred,ocr_extracted_from_user_screenshot_needs_spot_check,2026-02-12,0,2026-W07,2026-02-09,2026-02-15
2026-02-13,6.9083,20:00_or_rightmost_visible, 2026-02-13 | 6.9083 | readable; weekly last visible trading day ,fx-screenshot-small-slices/fx-slice-06-review.md,False,output/半年汇率表.png,中国外汇交易中心历史参考汇率截图,long_screenshot_ocr,B_screenshot_ocr_header_inferred,ocr_extracted_from_user_screenshot_needs_spot_check,2026-02-13,0,2026-W07,2026-02-09,2026-02-15
2026-02-24,6.8807,20:00_or_rightmost_visible, 2026-02-24 | 6.8807 | readable ,fx-screenshot-small-slices/fx-slice-06-review.md,False,output/半年汇率表.png,中国外汇交易中心历史参考汇率截图,long_screenshot_ocr,B_screenshot_ocr_header_inferred,ocr_extracted_from_user_screenshot_needs_spot_check,2026-02-24,0,2026-W09,2026-02-23,2026-03-01
2026-02-25,6.8702,20:00_or_rightmost_visible, 2026-02-25 | 6.8702 | readable ,fx-screenshot-small-slices/fx-slice-06-review.md,False,output/半年汇率表.png,中国外汇交易中心历史参考汇率截图,long_screenshot_ocr,B_screenshot_ocr_header_inferred,ocr_extracted_from_user_screenshot_needs_spot_check,2026-02-25,0,2026-W09,2026-02-23,2026-03-01
2026-02-26,6.8415,20:00_or_rightmost_visible, 2026-02-26 | 6.8415 | readable ,fx-screenshot-small-slices/fx-slice-06-review.md,False,output/半年汇率表.png,中国外汇交易中心历史参考汇率截图,long_screenshot_ocr,B_screenshot_ocr_header_inferred,ocr_extracted_from_user_screenshot_needs_spot_check,2026-02-26,0,2026-W09,2026-02-23,2026-03-01
2026-02-27,6.8596,20:00_or_rightmost_visible, 2026-02-27 | 6.8596 | readable; weekly last visible trading day ,fx-screenshot-small-slices/fx-slice-06-review.md,False,output/半年汇率表.png,中国外汇交易中心历史参考汇率截图,long_screenshot_ocr,B_screenshot_ocr_header_inferred,ocr_extracted_from_user_screenshot_needs_spot_check,2026-02-27,0,2026-W09,2026-02-23,2026-03-01
2026-03-02,6.8818,20:00_or_rightmost_visible, 2026-03-02 | 6.8818 | readable; weekly last visible trading day among fully readable rows ,fx-screenshot-small-slices/fx-slice-06-review.md,False,output/半年汇率表.png,中国外汇交易中心历史参考汇率截图,long_screenshot_ocr,B_screenshot_ocr_header_inferred,ocr_extracted_from_user_screenshot_needs_spot_check,2026-03-02,0,2026-W10,2026-03-02,2026-03-08
2026-03-03,6.9065,20:00_or_rightmost_visible, 2026-03-03 | 6.9065 | readable ,fx-screenshot-small-slices/fx-slice-05-review.md,False,output/半年汇率表.png,中国外汇交易中心历史参考汇率截图,long_screenshot_ocr,B_screenshot_ocr_header_inferred,ocr_extracted_from_user_screenshot_needs_spot_check,2026-03-03,0,2026-W10,2026-03-02,2026-03-08
2026-03-04,6.8983,20:00_or_rightmost_visible, 2026-03-04 | 6.8983 | readable ,fx-screenshot-small-slices/fx-slice-05-review.md,False,output/半年汇率表.png,中国外汇交易中心历史参考汇率截图,long_screenshot_ocr,B_screenshot_ocr_header_inferred,ocr_extracted_from_user_screenshot_needs_spot_check,2026-03-04,0,2026-W10,2026-03-02,2026-03-08
2026-03-05,6.8937,20:00_or_rightmost_visible, 2026-03-05 | 6.8937 | readable ,fx-screenshot-small-slices/fx-slice-05-review.md,False,output/半年汇率表.png,中国外汇交易中心历史参考汇率截图,long_screenshot_ocr,B_screenshot_ocr_header_inferred,ocr_extracted_from_user_screenshot_needs_spot_check,2026-03-05,0,2026-W10,2026-03-02,2026-03-08
2026-03-06,6.9073,20:00_or_rightmost_visible, 2026-03-06 | 6.9073 | readable; WEEK_LAST_VISIBLE ,fx-screenshot-small-slices/fx-slice-05-review.md,False,output/半年汇率表.png,中国外汇交易中心历史参考汇率截图,long_screenshot_ocr,B_screenshot_ocr_header_inferred,ocr_extracted_from_user_screenshot_needs_spot_check,2026-03-06,0,2026-W10,2026-03-02,2026-03-08
2026-03-09,6.9168,20:00_or_rightmost_visible, 2026-03-09 | 6.9168 | readable ,fx-screenshot-small-slices/fx-slice-05-review.md,False,output/半年汇率表.png,中国外汇交易中心历史参考汇率截图,long_screenshot_ocr,B_screenshot_ocr_header_inferred,ocr_extracted_from_user_screenshot_needs_spot_check,2026-03-09,0,2026-W11,2026-03-09,2026-03-15
2026-03-10,6.8745,20:00_or_rightmost_visible, 2026-03-10 | 6.8745 | readable ,fx-screenshot-small-slices/fx-slice-05-review.md,False,output/半年汇率表.png,中国外汇交易中心历史参考汇率截图,long_screenshot_ocr,B_screenshot_ocr_header_inferred,ocr_extracted_from_user_screenshot_needs_spot_check,2026-03-10,0,2026-W11,2026-03-09,2026-03-15
2026-03-11,6.8668,20:00_or_rightmost_visible, 2026-03-11 | 6.8668 | readable ,fx-screenshot-small-slices/fx-slice-05-review.md,False,output/半年汇率表.png,中国外汇交易中心历史参考汇率截图,long_screenshot_ocr,B_screenshot_ocr_header_inferred,ocr_extracted_from_user_screenshot_needs_spot_check,2026-03-11,0,2026-W11,2026-03-09,2026-03-15
2026-03-12,6.8708,20:00_or_rightmost_visible, 2026-03-12 | 6.8708 | readable ,fx-screenshot-small-slices/fx-slice-05-review.md,False,output/半年汇率表.png,中国外汇交易中心历史参考汇率截图,long_screenshot_ocr,B_screenshot_ocr_header_inferred,ocr_extracted_from_user_screenshot_needs_spot_check,2026-03-12,0,2026-W11,2026-03-09,2026-03-15
2026-03-13,6.8943,20:00_or_rightmost_visible, 2026-03-13 | 6.8943 | readable; WEEK_LAST_VISIBLE ,fx-screenshot-small-slices/fx-slice-05-review.md,False,output/半年汇率表.png,中国外汇交易中心历史参考汇率截图,long_screenshot_ocr,B_screenshot_ocr_header_inferred,ocr_extracted_from_user_screenshot_needs_spot_check,2026-03-13,0,2026-W11,2026-03-09,2026-03-15
2026-03-16,6.8919,20:00_or_rightmost_visible, 2026-03-16 | 6.8919 | readable ,fx-screenshot-small-slices/fx-slice-05-review.md,False,output/半年汇率表.png,中国外汇交易中心历史参考汇率截图,long_screenshot_ocr,B_screenshot_ocr_header_inferred,ocr_extracted_from_user_screenshot_needs_spot_check,2026-03-16,0,2026-W12,2026-03-16,2026-03-22
2026-03-17,6.8889,20:00_or_rightmost_visible, 2026-03-17 | 6.8889 | readable ,fx-screenshot-small-slices/fx-slice-05-review.md,False,output/半年汇率表.png,中国外汇交易中心历史参考汇率截图,long_screenshot_ocr,B_screenshot_ocr_header_inferred,ocr_extracted_from_user_screenshot_needs_spot_check,2026-03-17,0,2026-W12,2026-03-16,2026-03-22
2026-03-18,6.8735,20:00_or_rightmost_visible, 2026-03-18 | 6.8735 | readable ,fx-screenshot-small-slices/fx-slice-05-review.md,False,output/半年汇率表.png,中国外汇交易中心历史参考汇率截图,long_screenshot_ocr,B_screenshot_ocr_header_inferred,ocr_extracted_from_user_screenshot_needs_spot_check,2026-03-18,0,2026-W12,2026-03-16,2026-03-22
2026-03-19,6.8962,20:00_or_rightmost_visible, 2026-03-19 | 6.8962 | readable ,fx-screenshot-small-slices/fx-slice-05-review.md,False,output/半年汇率表.png,中国外汇交易中心历史参考汇率截图,long_screenshot_ocr,B_screenshot_ocr_header_inferred,ocr_extracted_from_user_screenshot_needs_spot_check,2026-03-19,0,2026-W12,2026-03-16,2026-03-22
2026-03-20,6.8898,20:00_or_rightmost_visible, 2026-03-20 | 6.8898 | readable; WEEK_LAST_VISIBLE ,fx-screenshot-small-slices/fx-slice-05-review.md,False,output/半年汇率表.png,中国外汇交易中心历史参考汇率截图,long_screenshot_ocr,B_screenshot_ocr_header_inferred,ocr_extracted_from_user_screenshot_needs_spot_check,2026-03-20,0,2026-W12,2026-03-16,2026-03-22
2026-03-23,6.9105,20:00_or_rightmost_visible," 2026-03-23 | 6.9105 | readable; WEEK_LAST_VISIBLE in visible slice, incomplete week ",fx-screenshot-small-slices/fx-slice-05-review.md,False,output/半年汇率表.png,中国外汇交易中心历史参考汇率截图,long_screenshot_ocr,B_screenshot_ocr_header_inferred,ocr_extracted_from_user_screenshot_needs_spot_check,2026-03-23,0,2026-W13,2026-03-23,2026-03-29
2026-03-24,6.893,20:00_or_rightmost_visible, 2026-03-24 | 6.8930 | value readable; column header not visible ,fx-screenshot-small-slices/fx-slice-04-review.md,False,output/半年汇率表.png,中国外汇交易中心历史参考汇率截图,long_screenshot_ocr,B_screenshot_ocr_header_inferred,ocr_extracted_from_user_screenshot_needs_spot_check,2026-03-24,0,2026-W13,2026-03-23,2026-03-29
2026-03-25,6.8972,20:00_or_rightmost_visible, 2026-03-25 | 6.8972 | value readable; column header not visible ,fx-screenshot-small-slices/fx-slice-04-review.md,False,output/半年汇率表.png,中国外汇交易中心历史参考汇率截图,long_screenshot_ocr,B_screenshot_ocr_header_inferred,ocr_extracted_from_user_screenshot_needs_spot_check,2026-03-25,0,2026-W13,2026-03-23,2026-03-29
2026-03-26,6.911,20:00_or_rightmost_visible, 2026-03-26 | 6.9110 | value readable; column header not visible ,fx-screenshot-small-slices/fx-slice-04-review.md,False,output/半年汇率表.png,中国外汇交易中心历史参考汇率截图,long_screenshot_ocr,B_screenshot_ocr_header_inferred,ocr_extracted_from_user_screenshot_needs_spot_check,2026-03-26,0,2026-W13,2026-03-23,2026-03-29
2026-03-27,6.9125,20:00_or_rightmost_visible, 2026-03-27 ★ | 6.9125 | value readable; column header not visible; weekly last visible trading day ,fx-screenshot-small-slices/fx-slice-04-review.md,False,output/半年汇率表.png,中国外汇交易中心历史参考汇率截图,long_screenshot_ocr,B_screenshot_ocr_header_inferred,ocr_extracted_from_user_screenshot_needs_spot_check,2026-03-27,0,2026-W13,2026-03-23,2026-03-29
2026-03-30,6.9107,20:00_or_rightmost_visible, 2026-03-30 | 6.9107 | value readable; column header not visible ,fx-screenshot-small-slices/fx-slice-04-review.md,False,output/半年汇率表.png,中国外汇交易中心历史参考汇率截图,long_screenshot_ocr,B_screenshot_ocr_header_inferred,ocr_extracted_from_user_screenshot_needs_spot_check,2026-03-30,0,2026-W14,2026-03-30,2026-04-05
2026-03-31,6.902,20:00_or_rightmost_visible, 2026-03-31 | 6.9020 | value readable; column header not visible ,fx-screenshot-small-slices/fx-slice-04-review.md,False,output/半年汇率表.png,中国外汇交易中心历史参考汇率截图,long_screenshot_ocr,B_screenshot_ocr_header_inferred,ocr_extracted_from_user_screenshot_needs_spot_check,2026-03-31,0,2026-W14,2026-03-30,2026-04-05
2026-04-01,6.8744,20:00_or_rightmost_visible, 2026-04-01 | 6.8744 | value readable; column header not visible ,fx-screenshot-small-slices/fx-slice-04-review.md,False,output/半年汇率表.png,中国外汇交易中心历史参考汇率截图,long_screenshot_ocr,B_screenshot_ocr_header_inferred,ocr_extracted_from_user_screenshot_needs_spot_check,2026-04-01,0,2026-W14,2026-03-30,2026-04-05
2026-04-02,6.8985,20:00_or_rightmost_visible, 2026-04-02 | 6.8985 | value readable; column header not visible ,fx-screenshot-small-slices/fx-slice-04-review.md,False,output/半年汇率表.png,中国外汇交易中心历史参考汇率截图,long_screenshot_ocr,B_screenshot_ocr_header_inferred,ocr_extracted_from_user_screenshot_needs_spot_check,2026-04-02,0,2026-W14,2026-03-30,2026-04-05
2026-04-03,6.8806,20:00_or_rightmost_visible, 2026-04-03 ★ | 6.8806 | value readable; column header not visible; weekly last visible trading day ,fx-screenshot-small-slices/fx-slice-04-review.md,False,output/半年汇率表.png,中国外汇交易中心历史参考汇率截图,long_screenshot_ocr,B_screenshot_ocr_header_inferred,ocr_extracted_from_user_screenshot_needs_spot_check,2026-04-03,0,2026-W14,2026-03-30,2026-04-05
2026-04-07,6.8644,20:00_or_rightmost_visible, 2026-04-07 | 6.8644 | value readable; column header not visible ,fx-screenshot-small-slices/fx-slice-04-review.md,False,output/半年汇率表.png,中国外汇交易中心历史参考汇率截图,long_screenshot_ocr,B_screenshot_ocr_header_inferred,ocr_extracted_from_user_screenshot_needs_spot_check,2026-04-07,0,2026-W15,2026-04-06,2026-04-12
2026-04-08,6.8271,20:00_or_rightmost_visible, 2026-04-08 | 6.8271 | value readable; column header not visible ,fx-screenshot-small-slices/fx-slice-04-review.md,False,output/半年汇率表.png,中国外汇交易中心历史参考汇率截图,long_screenshot_ocr,B_screenshot_ocr_header_inferred,ocr_extracted_from_user_screenshot_needs_spot_check,2026-04-08,0,2026-W15,2026-04-06,2026-04-12
2026-04-09,6.8358,20:00_or_rightmost_visible, 2026-04-09 | 6.8358 | value readable; column header not visible ,fx-screenshot-small-slices/fx-slice-04-review.md,False,output/半年汇率表.png,中国外汇交易中心历史参考汇率截图,long_screenshot_ocr,B_screenshot_ocr_header_inferred,ocr_extracted_from_user_screenshot_needs_spot_check,2026-04-09,0,2026-W15,2026-04-06,2026-04-12
2026-04-10,6.8283,20:00_or_rightmost_visible, 2026-04-10 ★ | 6.8283 | value readable; column header not visible; weekly last visible trading day ,fx-screenshot-small-slices/fx-slice-04-review.md,False,output/半年汇率表.png,中国外汇交易中心历史参考汇率截图,long_screenshot_ocr,B_screenshot_ocr_header_inferred,ocr_extracted_from_user_screenshot_needs_spot_check,2026-04-10,0,2026-W15,2026-04-06,2026-04-12
2026-04-13,6.8322,20:00_or_rightmost_visible, 2026-04-13 ★ | 6.8322 | value readable; column header not visible; weekly last visible trading day ,fx-screenshot-small-slices/fx-slice-04-review.md,False,output/半年汇率表.png,中国外汇交易中心历史参考汇率截图,long_screenshot_ocr,B_screenshot_ocr_header_inferred,ocr_extracted_from_user_screenshot_needs_spot_check,2026-04-13,0,2026-W16,2026-04-13,2026-04-19
2026-04-14,6.8158,20:00_or_rightmost_visible, 2026-04-14 | 6.8158 | readable; header cropped/unverified ,fx-screenshot-small-slices/fx-slice-03-review.md,False,output/半年汇率表.png,中国外汇交易中心历史参考汇率截图,long_screenshot_ocr,B_screenshot_ocr_header_inferred,ocr_extracted_from_user_screenshot_needs_spot_check,2026-04-14,0,2026-W16,2026-04-13,2026-04-19
2026-04-15,6.8213,20:00_or_rightmost_visible, 2026-04-15 | 6.8213 | readable; header cropped/unverified ,fx-screenshot-small-slices/fx-slice-03-review.md,False,output/半年汇率表.png,中国外汇交易中心历史参考汇率截图,long_screenshot_ocr,B_screenshot_ocr_header_inferred,ocr_extracted_from_user_screenshot_needs_spot_check,2026-04-15,0,2026-W16,2026-04-13,2026-04-19
2026-04-16,6.8206,20:00_or_rightmost_visible, 2026-04-16 | 6.8206 | readable; header cropped/unverified ,fx-screenshot-small-slices/fx-slice-03-review.md,False,output/半年汇率表.png,中国外汇交易中心历史参考汇率截图,long_screenshot_ocr,B_screenshot_ocr_header_inferred,ocr_extracted_from_user_screenshot_needs_spot_check,2026-04-16,0,2026-W16,2026-04-13,2026-04-19
2026-04-17,6.8224,20:00_or_rightmost_visible, 2026-04-17 | 6.8224 | readable; header cropped/unverified; weekly last visible trading day ,fx-screenshot-small-slices/fx-slice-03-review.md,False,output/半年汇率表.png,中国外汇交易中心历史参考汇率截图,long_screenshot_ocr,B_screenshot_ocr_header_inferred,ocr_extracted_from_user_screenshot_needs_spot_check,2026-04-17,0,2026-W16,2026-04-13,2026-04-19
2026-04-20,6.8177,20:00_or_rightmost_visible, 2026-04-20 | 6.8177 | readable; header cropped/unverified ,fx-screenshot-small-slices/fx-slice-03-review.md,False,output/半年汇率表.png,中国外汇交易中心历史参考汇率截图,long_screenshot_ocr,B_screenshot_ocr_header_inferred,ocr_extracted_from_user_screenshot_needs_spot_check,2026-04-20,0,2026-W17,2026-04-20,2026-04-26
2026-04-21,6.8159,20:00_or_rightmost_visible, 2026-04-21 | 6.8159 | readable; header cropped/unverified ,fx-screenshot-small-slices/fx-slice-03-review.md,False,output/半年汇率表.png,中国外汇交易中心历史参考汇率截图,long_screenshot_ocr,B_screenshot_ocr_header_inferred,ocr_extracted_from_user_screenshot_needs_spot_check,2026-04-21,0,2026-W17,2026-04-20,2026-04-26
2026-04-22,6.8244,20:00_or_rightmost_visible, 2026-04-22 | 6.8244 | readable; header cropped/unverified ,fx-screenshot-small-slices/fx-slice-03-review.md,False,output/半年汇率表.png,中国外汇交易中心历史参考汇率截图,long_screenshot_ocr,B_screenshot_ocr_header_inferred,ocr_extracted_from_user_screenshot_needs_spot_check,2026-04-22,0,2026-W17,2026-04-20,2026-04-26
2026-04-23,6.8333,20:00_or_rightmost_visible, 2026-04-23 | 6.8333 | readable; header cropped/unverified ,fx-screenshot-small-slices/fx-slice-03-review.md,False,output/半年汇率表.png,中国外汇交易中心历史参考汇率截图,long_screenshot_ocr,B_screenshot_ocr_header_inferred,ocr_extracted_from_user_screenshot_needs_spot_check,2026-04-23,0,2026-W17,2026-04-20,2026-04-26
2026-04-24,6.833,20:00_or_rightmost_visible, 2026-04-24 | 6.8330 | readable; header cropped/unverified; weekly last visible trading day ,fx-screenshot-small-slices/fx-slice-03-review.md,False,output/半年汇率表.png,中国外汇交易中心历史参考汇率截图,long_screenshot_ocr,B_screenshot_ocr_header_inferred,ocr_extracted_from_user_screenshot_needs_spot_check,2026-04-24,0,2026-W17,2026-04-20,2026-04-26
2026-04-27,6.8226,20:00_or_rightmost_visible, 2026-04-27 | 6.8226 | readable; header cropped/unverified ,fx-screenshot-small-slices/fx-slice-03-review.md,False,output/半年汇率表.png,中国外汇交易中心历史参考汇率截图,long_screenshot_ocr,B_screenshot_ocr_header_inferred,ocr_extracted_from_user_screenshot_needs_spot_check,2026-04-27,0,2026-W18,2026-04-27,2026-05-03
2026-04-28,6.8388,20:00_or_rightmost_visible, 2026-04-28 | 6.8388 | readable; header cropped/unverified ,fx-screenshot-small-slices/fx-slice-03-review.md,False,output/半年汇率表.png,中国外汇交易中心历史参考汇率截图,long_screenshot_ocr,B_screenshot_ocr_header_inferred,ocr_extracted_from_user_screenshot_needs_spot_check,2026-04-28,0,2026-W18,2026-04-27,2026-05-03
2026-04-29,6.8335,20:00_or_rightmost_visible, 2026-04-29 | 6.8335 | readable; header cropped/unverified ,fx-screenshot-small-slices/fx-slice-03-review.md,False,output/半年汇率表.png,中国外汇交易中心历史参考汇率截图,long_screenshot_ocr,B_screenshot_ocr_header_inferred,ocr_extracted_from_user_screenshot_needs_spot_check,2026-04-29,0,2026-W18,2026-04-27,2026-05-03
