date,index_type,route_name,value,unit,source,data_quality_level,record_status,missing_reason
2026-01-30,SCFI,SCFI综合指数,1316.75,points,batch03_04_public_excerpt,B,collected_public_excerpt,
2026-01-30,SCFI,欧洲航线,,USD/TEU,placeholder,PENDING,placeholder_pending,该周该指标未搜到可核验证据，保留占位
2026-01-30,SCFI,地中海航线,,USD/TEU,placeholder,PENDING,placeholder_pending,该周该指标未搜到可核验证据，保留占位
2026-01-30,SCFI,美西航线,,USD/FEU,placeholder,PENDING,placeholder_pending,该周该指标未搜到可核验证据，保留占位
2026-01-30,SCFI,美东航线,,USD/FEU,placeholder,PENDING,placeholder_pending,该周该指标未搜到可核验证据，保留占位
2026-02-06,SCFI,SCFI综合指数,1266.56,points,batch03_04_public_excerpt,B,collected_public_excerpt,
2026-02-06,SCFI,欧洲航线,,USD/TEU,placeholder,PENDING,placeholder_pending,该周该指标未搜到可核验证据，保留占位
2026-02-06,SCFI,地中海航线,,USD/TEU,placeholder,PENDING,placeholder_pending,该周该指标未搜到可核验证据，保留占位
2026-02-06,SCFI,美西航线,,USD/FEU,placeholder,PENDING,placeholder_pending,该周该指标未搜到可核验证据，保留占位
2026-02-06,SCFI,美东航线,,USD/FEU,placeholder,PENDING,placeholder_pending,该周该指标未搜到可核验证据，保留占位
2026-02-13,SCFI,SCFI综合指数,1251.46,points,batch03_04_public_excerpt,B,collected_public_excerpt,
2026-02-13,SCFI,欧洲航线,,USD/TEU,placeholder,PENDING,placeholder_pending,该周该指标未搜到可核验证据，保留占位
2026-02-13,SCFI,地中海航线,,USD/TEU,placeholder,PENDING,placeholder_pending,该周该指标未搜到可核验证据，保留占位
2026-02-13,SCFI,美西航线,,USD/FEU,placeholder,PENDING,placeholder_pending,该周该指标未搜到可核验证据，保留占位
2026-02-13,SCFI,美东航线,,USD/FEU,placeholder,PENDING,placeholder_pending,该周该指标未搜到可核验证据，保留占位
2026-02-20,SCFI,SCFI综合指数,,point,placeholder,PENDING,placeholder_pending,该周该指标未搜到可核验证据，保留占位
2026-02-20,SCFI,欧洲航线,,USD/TEU,placeholder,PENDING,placeholder_pending,该周该指标未搜到可核验证据，保留占位
2026-02-20,SCFI,地中海航线,,USD/TEU,placeholder,PENDING,placeholder_pending,该周该指标未搜到可核验证据，保留占位
2026-02-20,SCFI,美西航线,,USD/FEU,placeholder,PENDING,placeholder_pending,该周该指标未搜到可核验证据，保留占位
2026-02-20,SCFI,美东航线,,USD/FEU,placeholder,PENDING,placeholder_pending,该周该指标未搜到可核验证据，保留占位
2026-02-27,SCFI,SCFI综合指数,,point,placeholder,PENDING,placeholder_pending,该周该指标未搜到可核验证据，保留占位
2026-02-27,SCFI,欧洲航线,,USD/TEU,placeholder,PENDING,placeholder_pending,该周该指标未搜到可核验证据，保留占位
2026-02-27,SCFI,地中海航线,,USD/TEU,placeholder,PENDING,placeholder_pending,该周该指标未搜到可核验证据，保留占位
2026-02-27,SCFI,美西航线,,USD/FEU,placeholder,PENDING,placeholder_pending,该周该指标未搜到可核验证据，保留占位
2026-02-27,SCFI,美东航线,,USD/FEU,placeholder,PENDING,placeholder_pending,该周该指标未搜到可核验证据，保留占位
2026-03-06,SCFI,SCFI综合指数,,point,placeholder,PENDING,placeholder_pending,该周该指标未搜到可核验证据，保留占位
2026-03-06,SCFI,欧洲航线,,USD/TEU,placeholder,PENDING,placeholder_pending,该周该指标未搜到可核验证据，保留占位
2026-03-06,SCFI,地中海航线,,USD/TEU,placeholder,PENDING,placeholder_pending,该周该指标未搜到可核验证据，保留占位
2026-03-06,SCFI,美西航线,,USD/FEU,placeholder,PENDING,placeholder_pending,该周该指标未搜到可核验证据，保留占位
2026-03-06,SCFI,美东航线,,USD/FEU,placeholder,PENDING,placeholder_pending,该周该指标未搜到可核验证据，保留占位
2026-03-13,SCFI,SCFI综合指数,1710.35,points,legacy_public_clue_needs_source_recheck,B_pending_source_recheck,legacy_value_pending_source_recheck,旧记录已有数值但来源证据链待回查；按新规则保留为待复核B-线索
2026-03-13,SCFI,欧洲航线,1618.0,USD/TEU,public_reprint_extracted,,collected,
2026-03-13,SCFI,地中海航线,,USD/TEU,public_reprint_extracted,,placeholder_pending,该周该指标未搜到可核验证据，保留占位
2026-03-13,SCFI,美西航线,2249.0,USD/FEU,public_reprint_extracted,,collected,
2026-03-13,SCFI,美东航线,3111.0,USD/FEU,public_reprint_extracted,,collected,
2026-03-20,SCFI,SCFI综合指数,1706.95,points,legacy_public_clue_needs_source_recheck,B_pending_source_recheck,legacy_value_pending_source_recheck,旧记录已有数值但来源证据链待回查；按新规则保留为待复核B-线索
2026-03-20,SCFI,欧洲航线,1636.0,USD/TEU,public_reprint_extracted,,collected,
2026-03-20,SCFI,地中海航线,,USD/TEU,public_reprint_extracted,,placeholder_pending,该周该指标未搜到可核验证据，保留占位
2026-03-20,SCFI,美西航线,2054.0,USD/FEU,public_reprint_extracted,,collected,
2026-03-20,SCFI,美东航线,2922.0,USD/FEU,public_reprint_extracted,,collected,
2026-03-27,SCFI,SCFI综合指数,,point,placeholder,PENDING,placeholder_pending,该周该指标未搜到可核验证据，保留占位
2026-03-27,SCFI,欧洲航线,,USD/TEU,placeholder,PENDING,placeholder_pending,该周该指标未搜到可核验证据，保留占位
2026-03-27,SCFI,地中海航线,,USD/TEU,placeholder,PENDING,placeholder_pending,该周该指标未搜到可核验证据，保留占位
2026-03-27,SCFI,美西航线,,USD/FEU,placeholder,PENDING,placeholder_pending,该周该指标未搜到可核验证据，保留占位
2026-03-27,SCFI,美东航线,,USD/FEU,placeholder,PENDING,placeholder_pending,该周该指标未搜到可核验证据，保留占位
2026-04-03,SCFI,SCFI综合指数,,point,placeholder,PENDING,placeholder_pending,该周该指标未搜到可核验证据，保留占位
2026-04-03,SCFI,欧洲航线,,USD/TEU,placeholder,PENDING,placeholder_pending,该周该指标未搜到可核验证据，保留占位
2026-04-03,SCFI,地中海航线,,USD/TEU,placeholder,PENDING,placeholder_pending,该周该指标未搜到可核验证据，保留占位
2026-04-03,SCFI,美西航线,,USD/FEU,placeholder,PENDING,placeholder_pending,该周该指标未搜到可核验证据，保留占位
2026-04-03,SCFI,美东航线,,USD/FEU,placeholder,PENDING,placeholder_pending,该周该指标未搜到可核验证据，保留占位
2026-04-10,SCFI,SCFI综合指数,1890.77,points,legacy_public_clue_needs_source_recheck,B_pending_source_recheck,legacy_value_pending_source_recheck,旧记录已有数值但来源证据链待回查；按新规则保留为待复核B-线索
2026-04-10,SCFI,欧洲航线,1547.0,USD/TEU,public_reprint_extracted,,collected,
2026-04-10,SCFI,地中海航线,,USD/TEU,public_reprint_extracted,,placeholder_pending,该周该指标未搜到可核验证据，保留占位
2026-04-10,SCFI,美西航线,2552.0,USD/FEU,public_reprint_extracted,,collected,
2026-04-10,SCFI,美东航线,3518.0,USD/FEU,public_reprint_extracted,,collected,
2026-04-17,SCFI,SCFI综合指数,1886.54,points,public_excerpt_batch_01,B_pending_original_text,collected_public_excerpt_pending_original_text,原文/截图待补；如分航线为空则该字段未在公开摘录中出现
2026-04-17,SCFI,欧洲航线,1501.0,USD/TEU,public_reprint_extracted,,collected,
2026-04-17,SCFI,地中海航线,,USD/TEU,public_reprint_extracted,,placeholder_pending,该周该指标未搜到可核验证据，保留占位
2026-04-17,SCFI,美西航线,2612.0,USD/FEU,public_reprint_extracted,,collected,
2026-04-17,SCFI,美东航线,3584.0,USD/FEU,public_reprint_extracted,,collected,
2026-04-24,SCFI,SCFI综合指数,1875.26,points,public_excerpt_batch_01,B_pending_original_text,collected_public_excerpt_pending_original_text,原文/截图待补；如分航线为空则该字段未在公开摘录中出现
2026-04-24,SCFI,欧洲航线,,USD/TEU,placeholder,PENDING,placeholder_pending,该周该指标未搜到可核验证据，保留占位
2026-04-24,SCFI,地中海航线,,USD/TEU,placeholder,PENDING,placeholder_pending,该周该指标未搜到可核验证据，保留占位
2026-04-24,SCFI,美西航线,,USD/FEU,placeholder,PENDING,placeholder_pending,该周该指标未搜到可核验证据，保留占位
2026-04-24,SCFI,美东航线,,USD/FEU,placeholder,PENDING,placeholder_pending,该周该指标未搜到可核验证据，保留占位
2026-05-01,SCFI,SCFI综合指数,1911.4,points,public_excerpt_batch_01,B_pending_original_text,collected_public_excerpt_pending_original_text,原文/截图待补；如分航线为空则该字段未在公开摘录中出现
2026-05-01,SCFI,欧洲航线,,USD/TEU,placeholder,PENDING,placeholder_pending,该周该指标未搜到可核验证据，保留占位
2026-05-01,SCFI,地中海航线,,USD/TEU,placeholder,PENDING,placeholder_pending,该周该指标未搜到可核验证据，保留占位
2026-05-01,SCFI,美西航线,,USD/FEU,placeholder,PENDING,placeholder_pending,该周该指标未搜到可核验证据，保留占位
2026-05-01,SCFI,美东航线,,USD/FEU,placeholder,PENDING,placeholder_pending,该周该指标未搜到可核验证据，保留占位
2026-05-08,SCFI,SCFI综合指数,1954.21,points,public_excerpt_batch_01,B_pending_original_text,collected_public_excerpt_pending_original_text,原文/截图待补；如分航线为空则该字段未在公开摘录中出现
2026-05-08,SCFI,欧洲航线,1596.0,USD/TEU,unverified public clue only,PENDING,pending_second_verification,缺少可复核网页正文/截图/官方页面证据
2026-05-08,SCFI,地中海航线,2463.0,USD/TEU,unverified public clue only,PENDING,pending_second_verification,缺少可复核网页正文/截图/官方页面证据
2026-05-08,SCFI,美西航线,2826.0,USD/FEU,unverified public clue only,PENDING,pending_second_verification,缺少可复核网页正文/截图/官方页面证据
2026-05-08,SCFI,美东航线,3812.0,USD/FEU,unverified public clue only,PENDING,pending_second_verification,缺少可复核网页正文/截图/官方页面证据
2026-05-15,SCFI,SCFI综合指数,2140.66,points,official_single_page_table_for_composite_plus_unverified_public_route_clues,A(composite_only)/B_pending_original_text(route_values),partial_composite_verified_routes_public_excerpt_pending,分航线原文/截图待补，美西值存在冲突
2026-05-15,SCFI,欧洲航线,1816.0,USD/TEU,unverified public clue; official archived table route cells blank,PENDING,pending_second_verification,分航线值未保存到可复核网页正文/截图或官方页面证据
2026-05-15,SCFI,地中海航线,3145.0,USD/TEU,unverified public clue; official archived table route cells blank,PENDING,pending_second_verification,分航线值未保存到可复核网页正文/截图或官方页面证据
2026-05-15,SCFI,美西航线,3118.0,USD/FEU,unverified public clue; official archived table route cells blank,PENDING,pending_second_verification,分航线值未保存到可复核网页正文/截图或官方页面证据
2026-05-15,SCFI,美东航线,4224.0,USD/FEU,unverified public clue; official archived table route cells blank,PENDING,pending_second_verification,分航线值未保存到可复核网页正文/截图或官方页面证据
2026-05-22,SCFI,SCFI综合指数,2218.15,points,official_single_page_plus_public_repost,A/B,partial_or_complete_collected,
2026-05-22,SCFI,欧洲航线,1905.0,USD/TEU,official_single_page_plus_public_repost,A/B,collected,
2026-05-22,SCFI,地中海航线,3207.0,USD/TEU,official_single_page_plus_public_repost,A/B,collected,
2026-05-22,SCFI,美西航线,3154.0,USD/FEU,official_single_page_plus_public_repost,A/B,collected,
2026-05-22,SCFI,美东航线,4313.0,USD/FEU,official_single_page_plus_public_repost,A/B,collected,
2025-11-28,CCFI,CCFI综合指数,,index,placeholder,PENDING,placeholder_pending,该周该指标未搜到可核验证据，保留占位
2025-11-28,CCFI,日本航线,,index,placeholder,PENDING,placeholder_pending,该周该指标未搜到可核验证据，保留占位
2025-11-28,CCFI,欧洲航线,,index,placeholder,PENDING,placeholder_pending,该周该指标未搜到可核验证据，保留占位
2025-11-28,CCFI,地中海航线,,index,placeholder,PENDING,placeholder_pending,该周该指标未搜到可核验证据，保留占位
2025-11-28,CCFI,美西航线,,index,placeholder,PENDING,placeholder_pending,该周该指标未搜到可核验证据，保留占位
2025-11-28,CCFI,美东航线,,index,placeholder,PENDING,placeholder_pending,该周该指标未搜到可核验证据，保留占位
2025-12-05,CCFI,CCFI综合指数,,index,placeholder,PENDING,placeholder_pending,该周该指标未搜到可核验证据，保留占位
2025-12-05,CCFI,日本航线,,index,placeholder,PENDING,placeholder_pending,该周该指标未搜到可核验证据，保留占位
2025-12-05,CCFI,欧洲航线,,index,placeholder,PENDING,placeholder_pending,该周该指标未搜到可核验证据，保留占位
2025-12-05,CCFI,地中海航线,,index,placeholder,PENDING,placeholder_pending,该周该指标未搜到可核验证据，保留占位
2025-12-05,CCFI,美西航线,,index,placeholder,PENDING,placeholder_pending,该周该指标未搜到可核验证据，保留占位
2025-12-05,CCFI,美东航线,,index,placeholder,PENDING,placeholder_pending,该周该指标未搜到可核验证据，保留占位
2025-12-12,CCFI,CCFI综合指数,,index,placeholder,PENDING,placeholder_pending,该周该指标未搜到可核验证据，保留占位
2025-12-12,CCFI,日本航线,,index,placeholder,PENDING,placeholder_pending,该周该指标未搜到可核验证据，保留占位
2025-12-12,CCFI,欧洲航线,,index,placeholder,PENDING,placeholder_pending,该周该指标未搜到可核验证据，保留占位
2025-12-12,CCFI,地中海航线,,index,placeholder,PENDING,placeholder_pending,该周该指标未搜到可核验证据，保留占位
2025-12-12,CCFI,美西航线,,index,placeholder,PENDING,placeholder_pending,该周该指标未搜到可核验证据，保留占位
2025-12-12,CCFI,美东航线,,index,placeholder,PENDING,placeholder_pending,该周该指标未搜到可核验证据，保留占位
2025-12-19,CCFI,CCFI综合指数,,index,placeholder,PENDING,placeholder_pending,该周该指标未搜到可核验证据，保留占位
2025-12-19,CCFI,日本航线,,index,placeholder,PENDING,placeholder_pending,该周该指标未搜到可核验证据，保留占位
2025-12-19,CCFI,欧洲航线,,index,placeholder,PENDING,placeholder_pending,该周该指标未搜到可核验证据，保留占位
2025-12-19,CCFI,地中海航线,,index,placeholder,PENDING,placeholder_pending,该周该指标未搜到可核验证据，保留占位
2025-12-19,CCFI,美西航线,,index,placeholder,PENDING,placeholder_pending,该周该指标未搜到可核验证据，保留占位
2025-12-19,CCFI,美东航线,,index,placeholder,PENDING,placeholder_pending,该周该指标未搜到可核验证据，保留占位
2025-12-26,CCFI,CCFI综合指数,1146.67,points,batch03_04_public_excerpt,B,collected_public_excerpt,分航线值未补齐
2025-12-26,CCFI,日本航线,,index,placeholder,PENDING,placeholder_pending,该周该指标未搜到可核验证据，保留占位
2025-12-26,CCFI,欧洲航线,,index,placeholder,PENDING,placeholder_pending,该周该指标未搜到可核验证据，保留占位
2025-12-26,CCFI,地中海航线,,index,placeholder,PENDING,placeholder_pending,该周该指标未搜到可核验证据，保留占位
2025-12-26,CCFI,美西航线,,index,placeholder,PENDING,placeholder_pending,该周该指标未搜到可核验证据，保留占位
2025-12-26,CCFI,美东航线,,index,placeholder,PENDING,placeholder_pending,该周该指标未搜到可核验证据，保留占位
2026-01-02,CCFI,CCFI综合指数,,index,placeholder,PENDING,placeholder_pending,该周该指标未搜到可核验证据，保留占位
2026-01-02,CCFI,日本航线,,index,placeholder,PENDING,placeholder_pending,该周该指标未搜到可核验证据，保留占位
2026-01-02,CCFI,欧洲航线,,index,placeholder,PENDING,placeholder_pending,该周该指标未搜到可核验证据，保留占位
2026-01-02,CCFI,地中海航线,,index,placeholder,PENDING,placeholder_pending,该周该指标未搜到可核验证据，保留占位
2026-01-02,CCFI,美西航线,,index,placeholder,PENDING,placeholder_pending,该周该指标未搜到可核验证据，保留占位
2026-01-02,CCFI,美东航线,,index,placeholder,PENDING,placeholder_pending,该周该指标未搜到可核验证据，保留占位
2026-01-09,CCFI,CCFI综合指数,,index,placeholder,PENDING,placeholder_pending,该周该指标未搜到可核验证据，保留占位
2026-01-09,CCFI,日本航线,,index,placeholder,PENDING,placeholder_pending,该周该指标未搜到可核验证据，保留占位
2026-01-09,CCFI,欧洲航线,,index,placeholder,PENDING,placeholder_pending,该周该指标未搜到可核验证据，保留占位
2026-01-09,CCFI,地中海航线,,index,placeholder,PENDING,placeholder_pending,该周该指标未搜到可核验证据，保留占位
2026-01-09,CCFI,美西航线,,index,placeholder,PENDING,placeholder_pending,该周该指标未搜到可核验证据，保留占位
2026-01-09,CCFI,美东航线,,index,placeholder,PENDING,placeholder_pending,该周该指标未搜到可核验证据，保留占位
2026-01-16,CCFI,CCFI综合指数,,index,placeholder,PENDING,placeholder_pending,该周该指标未搜到可核验证据，保留占位
2026-01-16,CCFI,日本航线,,index,placeholder,PENDING,placeholder_pending,该周该指标未搜到可核验证据，保留占位
2026-01-16,CCFI,欧洲航线,,index,placeholder,PENDING,placeholder_pending,该周该指标未搜到可核验证据，保留占位
2026-01-16,CCFI,地中海航线,,index,placeholder,PENDING,placeholder_pending,该周该指标未搜到可核验证据，保留占位
2026-01-16,CCFI,美西航线,,index,placeholder,PENDING,placeholder_pending,该周该指标未搜到可核验证据，保留占位
2026-01-16,CCFI,美东航线,,index,placeholder,PENDING,placeholder_pending,该周该指标未搜到可核验证据，保留占位
2026-01-23,CCFI,CCFI综合指数,,index,placeholder,PENDING,placeholder_pending,该周该指标未搜到可核验证据，保留占位
2026-01-23,CCFI,日本航线,,index,placeholder,PENDING,placeholder_pending,该周该指标未搜到可核验证据，保留占位
2026-01-23,CCFI,欧洲航线,,index,placeholder,PENDING,placeholder_pending,该周该指标未搜到可核验证据，保留占位
2026-01-23,CCFI,地中海航线,,index,placeholder,PENDING,placeholder_pending,该周该指标未搜到可核验证据，保留占位
2026-01-23,CCFI,美西航线,,index,placeholder,PENDING,placeholder_pending,该周该指标未搜到可核验证据，保留占位
2026-01-23,CCFI,美东航线,,index,placeholder,PENDING,placeholder_pending,该周该指标未搜到可核验证据，保留占位
2026-01-30,CCFI,CCFI综合指数,1175.59,points,batch03_04_public_excerpt,B,collected_public_excerpt,分航线值未补齐
2026-01-30,CCFI,日本航线,,index,placeholder,PENDING,placeholder_pending,该周该指标未搜到可核验证据，保留占位
2026-01-30,CCFI,欧洲航线,,index,placeholder,PENDING,placeholder_pending,该周该指标未搜到可核验证据，保留占位
2026-01-30,CCFI,地中海航线,,index,placeholder,PENDING,placeholder_pending,该周该指标未搜到可核验证据，保留占位
2026-01-30,CCFI,美西航线,,index,placeholder,PENDING,placeholder_pending,该周该指标未搜到可核验证据，保留占位
2026-01-30,CCFI,美东航线,,index,placeholder,PENDING,placeholder_pending,该周该指标未搜到可核验证据，保留占位
2026-02-06,CCFI,CCFI综合指数,1122.15,points,batch03_04_public_excerpt,B,collected_public_excerpt,分航线值未补齐
2026-02-06,CCFI,日本航线,,index,placeholder,PENDING,placeholder_pending,该周该指标未搜到可核验证据，保留占位
2026-02-06,CCFI,欧洲航线,,index,placeholder,PENDING,placeholder_pending,该周该指标未搜到可核验证据，保留占位
2026-02-06,CCFI,地中海航线,,index,placeholder,PENDING,placeholder_pending,该周该指标未搜到可核验证据，保留占位
2026-02-06,CCFI,美西航线,,index,placeholder,PENDING,placeholder_pending,该周该指标未搜到可核验证据，保留占位
2026-02-06,CCFI,美东航线,,index,placeholder,PENDING,placeholder_pending,该周该指标未搜到可核验证据，保留占位
2026-02-13,CCFI,CCFI综合指数,1088.14,points,batch03_04_public_excerpt,B,collected_public_excerpt,分航线值未补齐
2026-02-13,CCFI,日本航线,,index,placeholder,PENDING,placeholder_pending,该周该指标未搜到可核验证据，保留占位
2026-02-13,CCFI,欧洲航线,,index,placeholder,PENDING,placeholder_pending,该周该指标未搜到可核验证据，保留占位
2026-02-13,CCFI,地中海航线,,index,placeholder,PENDING,placeholder_pending,该周该指标未搜到可核验证据，保留占位
2026-02-13,CCFI,美西航线,,index,placeholder,PENDING,placeholder_pending,该周该指标未搜到可核验证据，保留占位
2026-02-13,CCFI,美东航线,,index,placeholder,PENDING,placeholder_pending,该周该指标未搜到可核验证据，保留占位
2026-02-20,CCFI,CCFI综合指数,,index,placeholder,PENDING,placeholder_pending,该周该指标未搜到可核验证据，保留占位
2026-02-20,CCFI,日本航线,,index,placeholder,PENDING,placeholder_pending,该周该指标未搜到可核验证据，保留占位
2026-02-20,CCFI,欧洲航线,,index,placeholder,PENDING,placeholder_pending,该周该指标未搜到可核验证据，保留占位
2026-02-20,CCFI,地中海航线,,index,placeholder,PENDING,placeholder_pending,该周该指标未搜到可核验证据，保留占位
2026-02-20,CCFI,美西航线,,index,placeholder,PENDING,placeholder_pending,该周该指标未搜到可核验证据，保留占位
2026-02-20,CCFI,美东航线,,index,placeholder,PENDING,placeholder_pending,该周该指标未搜到可核验证据，保留占位
2026-02-27,CCFI,CCFI综合指数,,index,placeholder,PENDING,placeholder_pending,该周该指标未搜到可核验证据，保留占位
2026-02-27,CCFI,日本航线,,index,placeholder,PENDING,placeholder_pending,该周该指标未搜到可核验证据，保留占位
2026-02-27,CCFI,欧洲航线,,index,placeholder,PENDING,placeholder_pending,该周该指标未搜到可核验证据，保留占位
2026-02-27,CCFI,地中海航线,,index,placeholder,PENDING,placeholder_pending,该周该指标未搜到可核验证据，保留占位
2026-02-27,CCFI,美西航线,,index,placeholder,PENDING,placeholder_pending,该周该指标未搜到可核验证据，保留占位
2026-02-27,CCFI,美东航线,,index,placeholder,PENDING,placeholder_pending,该周该指标未搜到可核验证据，保留占位
2026-03-06,CCFI,CCFI综合指数,,index,placeholder,PENDING,placeholder_pending,该周该指标未搜到可核验证据，保留占位
2026-03-06,CCFI,日本航线,,index,placeholder,PENDING,placeholder_pending,该周该指标未搜到可核验证据，保留占位
2026-03-06,CCFI,欧洲航线,,index,placeholder,PENDING,placeholder_pending,该周该指标未搜到可核验证据，保留占位
2026-03-06,CCFI,地中海航线,,index,placeholder,PENDING,placeholder_pending,该周该指标未搜到可核验证据，保留占位
2026-03-06,CCFI,美西航线,,index,placeholder,PENDING,placeholder_pending,该周该指标未搜到可核验证据，保留占位
2026-03-06,CCFI,美东航线,,index,placeholder,PENDING,placeholder_pending,该周该指标未搜到可核验证据，保留占位
2026-03-13,CCFI,CCFI综合指数,,index,placeholder,PENDING,placeholder_pending,该周该指标未搜到可核验证据，保留占位
2026-03-13,CCFI,日本航线,,index,placeholder,PENDING,placeholder_pending,该周该指标未搜到可核验证据，保留占位
2026-03-13,CCFI,欧洲航线,,index,placeholder,PENDING,placeholder_pending,该周该指标未搜到可核验证据，保留占位
