date,SCFI综合指数,地中海航线,欧洲航线,美东航线,美西航线,SCFI综合指数_wow_pct,SCFI综合指数_4w_ma,欧洲航线_wow_pct,欧洲航线_4w_ma,地中海航线_wow_pct,地中海航线_4w_ma,美西航线_wow_pct,美西航线_4w_ma,美东航线_wow_pct,美东航线_4w_ma,美东-美西价差_USD_FEU,地中海-欧洲价差_USD_TEU,跨太平洋均价_USD_FEU,亚欧均价_USD_TEU,natural_week_start,event_count,event_types,carriers,announced_amount_sum,event_flag
2026-02-06,1266.56,2300.5,1403.0,2530.0,1801.0,-3.811657490032283,1355.1380000000001,-1.057827926657262,1508.6875,-5.094884488448848,2500.9750000000004,-3.5350830208891293,1965.5,-2.8790786948176605,2740.3125,729.0,897.5,2165.5,1851.75,2026-02-02,0,,,,False
2026-02-13,1251.46,2177.0,1361.0,2524.0,1787.0,-1.1922056594239394,1304.8585,-2.9935851746258013,1444.25,-5.368398174309929,2367.325,-0.7773459189339249,1884.75,-0.2371541501976271,2638.75,737.0,816.0,2155.5,1769.0,2026-02-09,0,,,,False
2026-02-20,1366.1825,2211.8888888888887,1425.25,2670.75,1902.5,9.167092835568047,1300.238125,4.720793534166057,1401.8125,1.6026131781758712,2278.347222222222,6.463346390598779,1839.375,5.814183835182241,2582.4375,768.25,786.6388888888887,2286.625,1818.5694444444443,2026-02-16,0,,,,False
2026-02-27,1480.905,2246.777777777778,1489.5,2817.5,2018.0,8.39730416690303,1341.276875,4.50798105595509,1419.6875,1.5773346059175353,2234.0416666666665,6.070959264126152,1877.125,5.494711223439119,2635.5625,799.5,757.2777777777778,2417.75,1868.138888888889,2026-02-23,0,,,,False
2026-03-06,1595.6275,2281.6666666666665,1553.75,2964.25,2133.5,7.746783217019337,1423.5437499999998,4.3135280295401035,1457.375,1.552841105781111,2229.333333333333,5.7234886025768095,1960.25,5.208518189884659,2744.125,830.75,727.9166666666665,2548.875,1917.7083333333333,2026-03-02,0,,,,False
2026-03-13,1710.35,2316.5555555555557,1618.0,3111.0,2249.0,7.1898046379872405,1538.26625,4.135156878519708,1521.625,1.5290966642318216,2264.222222222222,5.413639559409411,2075.75,4.9506620561693415,2890.875,862.0,698.5555555555557,2680.0,1967.2777777777778,2026-03-09,0,,,,False
2026-03-20,1706.95,2351.4444444444443,1636.0,2922.0,2054.0,-0.19878972140204842,1623.4581249999999,1.1124845488257096,1574.3125,1.5060674372871619,2299.1111111111113,-8.670520231213874,2113.625,-6.075216972034713,2953.6875,868.0,715.4444444444443,2488.0,1993.7222222222222,2026-03-16,0,,,,False
2026-03-27,1768.2233333333334,2386.3333333333335,1606.3333333333333,3120.6666666666665,2220.0,3.589638438931031,1695.2877083333333,-1.8133659331703411,1603.5208333333333,1.483721589566711,2334.0,8.081791626095413,2164.125,6.7989961213780425,3029.4791666666665,900.6666666666665,780.0000000000002,2670.333333333333,1996.3333333333335,2026-03-23,0,,,,False
2026-04-03,1829.4966666666667,2421.222222222222,1576.6666666666667,3319.3333333333335,2386.0,3.465248545149846,1753.7549999999999,-1.8468561942311612,1609.25,1.4620291474600755,2368.8888888888887,7.477477477477468,2227.25,6.366161076693033,3118.25,933.3333333333335,844.5555555555554,2852.666666666667,1998.9444444444443,2026-03-30,0,,,,False
2026-04-10,1890.77,2456.1111111111113,1547.0,3518.0,2552.0,3.3491907610289973,1798.8600000000001,-1.8816067653277035,1591.5,1.4409618649901423,2403.777777777778,6.957250628667233,2303.0,5.98513757782686,3220.0,966.0,909.1111111111113,3035.0,2001.5555555555557,2026-04-06,0,,,,False
2026-04-17,1886.54,2491.0,1501.0,3584.0,2612.0,-0.223718379284632,1843.7575000000002,-2.9734970911441505,1557.75,1.4204931011083444,2438.666666666667,2.351097178683381,2442.5,1.8760659465605567,3385.5,972.0,990.0,3098.0,1996.0,2026-04-13,0,,,,False
2026-04-24,1875.26,2420.0,1497.0,3570.0,2586.0,-0.5979200016962283,1870.5166666666667,-0.26648900732845204,1530.4166666666667,-2.850260939381777,2447.083333333333,-0.9954058192955584,2534.0,-0.390625,3497.8333333333335,984.0,923.0,3078.0,1958.5,2026-04-20,0,,,,False
2026-05-01,1911.4,2441.5,1546.5,3691.0,2706.0,1.9271994283459382,1890.9925,3.3066132264529147,1522.875,0.8884297520661111,2452.152777777778,4.640371229698381,2614.0,3.389355742296929,3590.75,985.0,895.0,3198.5,1994.0,2026-04-27,0,,,,False
2026-05-08,1954.21,2463.0,1596.0,3812.0,2826.0,2.2397195772732026,1906.8525000000002,3.200775945683798,1535.125,0.8806061847224989,2453.875,4.434589800443467,2682.5,3.2782443782172876,3664.25,986.0,867.0,3319.0,2029.5,2026-05-04,0,,,,False
2026-05-15,2140.66,3145.0,1816.0,4224.0,3118.0,9.540939817112793,1970.3825000000002,13.78446115288221,1613.875,27.689809175801862,2617.375,10.332625619249814,2809.0,10.80797481636937,3824.25,1106.0,1329.0,3671.0,2480.5,2026-05-11,0,,,,False
2026-05-22,2218.15,3207.0,1905.0,4313.0,3154.0,3.6199116160436695,2056.105,4.900881057268713,1715.875,1.9713831478537447,2814.125,1.1545862732520895,2951.0,2.107007575757569,4010.0,1159.0,1302.0,3733.5,2556.0,2026-05-18,1,PSS,Maersk,1000.0,True
