record_id,screenshot_file,index_type,index_name_cn,route_or_dimension,data_date,displayed_value,value_unit,value_extraction_method,source_platform,source_url_hint,evidence_file,visual_review_file,data_quality_level,record_status,confidence_note,usable_for_real_master,sync_target,natural_week_start,natural_week_end,created_or_updated_note,query_date
chart-ccfi-2026-03-06-综合指数,ccfi_query_date_2026-03-06.png,CCFI,中国出口集装箱运价指数,综合指数,2026-03-06,1054.26,index_point,tooltip_reading_from_sse_indexImg_png,上海航运交易所 indexImg 图表接口,https://www.sse.net.cn/index/indexImg?name=ccfi&type=query&date=2026-03-06,D:\小袁工作\canglu-radar\01-raw-data\collection-drafts\chart-evidence\sse-http-probes\ccfi_query_date_2026-03-06.png,canglu-radar\01-raw-data\collection-drafts\chart-evidence\drafts\ccfi-26week-chart-extract.csv,C_chart_reference,chart_tooltip_value_endpoint_image_reproducible_not_master_verified,上海航运交易所indexImg接口返回PNG图表，tooltip日期和值可读；按C级图表参考层留存，不覆盖A/B真实主表。,no,chart_reference_layer_only,2026-03-02,2026-03-08,26周批量图表接口复现并视觉抽取。,2026-03-06
chart-ccfi-2026-03-13-综合指数,ccfi_query_date_2026-03-13.png,CCFI,中国出口集装箱运价指数,综合指数,2026-03-13,1072.16,index_point,tooltip_reading_from_sse_indexImg_png,上海航运交易所 indexImg 图表接口,https://www.sse.net.cn/index/indexImg?name=ccfi&type=query&date=2026-03-13,D:\小袁工作\canglu-radar\01-raw-data\collection-drafts\chart-evidence\sse-http-probes\ccfi_query_date_2026-03-13.png,canglu-radar\01-raw-data\collection-drafts\chart-evidence\drafts\ccfi-26week-chart-extract.csv,C_chart_reference,chart_tooltip_value_endpoint_image_reproducible_not_master_verified,上海航运交易所indexImg接口返回PNG图表，tooltip日期和值可读；按C级图表参考层留存，不覆盖A/B真实主表。,no,chart_reference_layer_only,2026-03-09,2026-03-15,26周批量图表接口复现并视觉抽取。,2026-03-13
chart-ccfi-2026-03-20-综合指数,ccfi_query_date_2026-03-20.png,CCFI,中国出口集装箱运价指数,综合指数,2026-03-20,1120.61,index_point,tooltip_reading_from_sse_indexImg_png,上海航运交易所 indexImg 图表接口,https://www.sse.net.cn/index/indexImg?name=ccfi&type=query&date=2026-03-20,D:\小袁工作\canglu-radar\01-raw-data\collection-drafts\chart-evidence\sse-http-probes\ccfi_query_date_2026-03-20.png,canglu-radar\01-raw-data\collection-drafts\chart-evidence\drafts\ccfi-26week-chart-extract.csv,C_chart_reference,chart_tooltip_value_endpoint_image_reproducible_not_master_verified,上海航运交易所indexImg接口返回PNG图表，tooltip日期和值可读；按C级图表参考层留存，不覆盖A/B真实主表。,no,chart_reference_layer_only,2026-03-16,2026-03-22,26周批量图表接口复现并视觉抽取。,2026-03-20
chart-ccfi-2026-03-27-综合指数,ccfi_query_date_2026-03-27.png,CCFI,中国出口集装箱运价指数,综合指数,2026-03-27,1139.04,index_point,tooltip_reading_from_sse_indexImg_png,上海航运交易所 indexImg 图表接口,https://www.sse.net.cn/index/indexImg?name=ccfi&type=query&date=2026-03-27,D:\小袁工作\canglu-radar\01-raw-data\collection-drafts\chart-evidence\sse-http-probes\ccfi_query_date_2026-03-27.png,canglu-radar\01-raw-data\collection-drafts\chart-evidence\drafts\ccfi-26week-chart-extract.csv,C_chart_reference,chart_tooltip_value_endpoint_image_reproducible_not_master_verified,上海航运交易所indexImg接口返回PNG图表，tooltip日期和值可读；按C级图表参考层留存，不覆盖A/B真实主表。,no,chart_reference_layer_only,2026-03-23,2026-03-29,26周批量图表接口复现并视觉抽取。,2026-03-27
chart-ccfi-2026-04-03-综合指数,ccfi_query_date_2026-04-03.png,CCFI,中国出口集装箱运价指数,综合指数,2026-04-03,1184.7,index_point,tooltip_reading_from_sse_indexImg_png,上海航运交易所 indexImg 图表接口,https://www.sse.net.cn/index/indexImg?name=ccfi&type=query&date=2026-04-03,D:\小袁工作\canglu-radar\01-raw-data\collection-drafts\chart-evidence\sse-http-probes\ccfi_query_date_2026-04-03.png,canglu-radar\01-raw-data\collection-drafts\chart-evidence\drafts\ccfi-26week-chart-extract.csv,C_chart_reference,chart_tooltip_value_endpoint_image_reproducible_not_master_verified,上海航运交易所indexImg接口返回PNG图表，tooltip日期和值可读；按C级图表参考层留存，不覆盖A/B真实主表。,no,chart_reference_layer_only,2026-03-30,2026-04-05,26周批量图表接口复现并视觉抽取。,2026-04-03
chart-ccfi-2026-04-10-综合指数,ccfi_query_date_2026-04-10.png,CCFI,中国出口集装箱运价指数,综合指数,2026-04-10,1209.84,index_point,tooltip_reading_from_sse_indexImg_png,上海航运交易所 indexImg 图表接口,https://www.sse.net.cn/index/indexImg?name=ccfi&type=query&date=2026-04-10,D:\小袁工作\canglu-radar\01-raw-data\collection-drafts\chart-evidence\sse-http-probes\ccfi_query_date_2026-04-10.png,canglu-radar\01-raw-data\collection-drafts\chart-evidence\drafts\ccfi-26week-chart-extract.csv,C_chart_reference,chart_tooltip_value_endpoint_image_reproducible_not_master_verified,上海航运交易所indexImg接口返回PNG图表，tooltip日期和值可读；按C级图表参考层留存，不覆盖A/B真实主表。,no,chart_reference_layer_only,2026-04-06,2026-04-12,26周批量图表接口复现并视觉抽取。,2026-04-10
chart-ccfi-2026-04-17-综合指数,ccfi_query_date_2026-04-17.png,CCFI,中国出口集装箱运价指数,综合指数,2026-04-17,1211.08,index_point,tooltip_reading_from_sse_indexImg_png,上海航运交易所 indexImg 图表接口,https://www.sse.net.cn/index/indexImg?name=ccfi&type=query&date=2026-04-17,D:\小袁工作\canglu-radar\01-raw-data\collection-drafts\chart-evidence\sse-http-probes\ccfi_query_date_2026-04-17.png,canglu-radar\01-raw-data\collection-drafts\chart-evidence\drafts\ccfi-26week-chart-extract.csv,C_chart_reference,chart_tooltip_value_endpoint_image_reproducible_not_master_verified,上海航运交易所indexImg接口返回PNG图表，tooltip日期和值可读；按C级图表参考层留存，不覆盖A/B真实主表。,no,chart_reference_layer_only,2026-04-13,2026-04-19,26周批量图表接口复现并视觉抽取。,2026-04-17
chart-ccfi-2026-04-24-综合指数,ccfi_query_date_2026-04-24.png,CCFI,中国出口集装箱运价指数,综合指数,2026-04-24,1233.76,index_point,tooltip_reading_from_sse_indexImg_png,上海航运交易所 indexImg 图表接口,https://www.sse.net.cn/index/indexImg?name=ccfi&type=query&date=2026-04-24,D:\小袁工作\canglu-radar\01-raw-data\collection-drafts\chart-evidence\sse-http-probes\ccfi_query_date_2026-04-24.png,canglu-radar\01-raw-data\collection-drafts\chart-evidence\drafts\ccfi-26week-chart-extract.csv,C_chart_reference,chart_tooltip_value_endpoint_image_reproducible_not_master_verified,上海航运交易所indexImg接口返回PNG图表，tooltip日期和值可读；按C级图表参考层留存，不覆盖A/B真实主表。,no,chart_reference_layer_only,2026-04-20,2026-04-26,26周批量图表接口复现并视觉抽取。,2026-04-24
chart-ccfi-2026-04-30-综合指数,ccfi_query_date_2026-05-01.png,CCFI,中国出口集装箱运价指数,综合指数,2026-04-30,1269.64,index_point,tooltip_reading_from_sse_indexImg_png,上海航运交易所 indexImg 图表接口,https://www.sse.net.cn/index/indexImg?name=ccfi&type=query&date=2026-05-01,D:\小袁工作\canglu-radar\01-raw-data\collection-drafts\chart-evidence\sse-http-probes\ccfi_query_date_2026-05-01.png,canglu-radar\01-raw-data\collection-drafts\chart-evidence\drafts\ccfi-26week-chart-extract.csv,C_chart_reference,chart_tooltip_value_endpoint_image_reproducible_not_master_verified,上海航运交易所indexImg接口返回PNG图表，tooltip日期和值可读；按C级图表参考层留存，不覆盖A/B真实主表。,no,chart_reference_layer_only,2026-04-27,2026-05-03,26周批量图表接口复现并视觉抽取。,2026-05-01
chart-ccfi-2026-05-08-综合指数,ccfi_query_date_2026-05-08.png,CCFI,中国出口集装箱运价指数,综合指数,2026-05-08,1278.79,index_point,tooltip_reading_from_sse_indexImg_png,上海航运交易所 indexImg 图表接口,https://www.sse.net.cn/index/indexImg?name=ccfi&type=query&date=2026-05-08,D:\小袁工作\canglu-radar\01-raw-data\collection-drafts\chart-evidence\sse-http-probes\ccfi_query_date_2026-05-08.png,canglu-radar\01-raw-data\collection-drafts\chart-evidence\drafts\ccfi-26week-chart-extract.csv,C_chart_reference,chart_tooltip_value_endpoint_image_reproducible_not_master_verified,上海航运交易所indexImg接口返回PNG图表，tooltip日期和值可读；按C级图表参考层留存，不覆盖A/B真实主表。,no,chart_reference_layer_only,2026-05-04,2026-05-10,26周批量图表接口复现并视觉抽取。,2026-05-08
chart-ccfi-2026-05-15-综合指数,ccfi_query_date_2026-05-15.png,CCFI,中国出口集装箱运价指数,综合指数,2026-05-15,1280.46,index_point,tooltip_reading_from_sse_indexImg_png,上海航运交易所 indexImg 图表接口,https://www.sse.net.cn/index/indexImg?name=ccfi&type=query&date=2026-05-15,D:\小袁工作\canglu-radar\01-raw-data\collection-drafts\chart-evidence\sse-http-probes\ccfi_query_date_2026-05-15.png,canglu-radar\01-raw-data\collection-drafts\chart-evidence\drafts\ccfi-26week-chart-extract.csv,C_chart_reference,chart_tooltip_value_endpoint_image_reproducible_not_master_verified,上海航运交易所indexImg接口返回PNG图表，tooltip日期和值可读；按C级图表参考层留存，不覆盖A/B真实主表。,no,chart_reference_layer_only,2026-05-11,2026-05-17,26周批量图表接口复现并视觉抽取。,2026-05-15
chart-ccfi-2026-05-22-综合指数,ccfi_query_date_2026-05-22.png,CCFI,中国出口集装箱运价指数,综合指数,2026-05-22,1317.36,index_point,tooltip_reading_from_sse_indexImg_png,上海航运交易所 indexImg 图表接口,https://www.sse.net.cn/index/indexImg?name=ccfi&type=query&date=2026-05-22,D:\小袁工作\canglu-radar\01-raw-data\collection-drafts\chart-evidence\sse-http-probes\ccfi_query_date_2026-05-22.png,canglu-radar\01-raw-data\collection-drafts\chart-evidence\drafts\ccfi-26week-chart-extract.csv,C_chart_reference,chart_tooltip_value_endpoint_image_reproducible_not_master_verified,上海航运交易所indexImg接口返回PNG图表，tooltip日期和值可读；按C级图表参考层留存，不覆盖A/B真实主表。,no,chart_reference_layer_only,2026-05-18,2026-05-24,26周批量图表接口复现并视觉抽取。,2026-05-22
chart-scfis-2025-12-29-欧洲航线,scfis_euquery_date_2026-01-02.png,SCFIS,上海出口集装箱结算运价指数,欧洲航线,2025-12-29,1742.64,index_point,tooltip_reading_from_sse_indexImg_png,上海航运交易所 indexImg 图表接口,https://www.sse.net.cn/index/indexImg?name=scfis&type=euquery&date=2026-01-02,D:\小袁工作\canglu-radar\01-raw-data\collection-drafts\chart-evidence\sse-http-probes\scfis_euquery_date_2026-01-02.png,canglu-radar\01-raw-data\collection-drafts\chart-evidence\drafts\scfis-europe-26week-chart-extract.csv,C_chart_reference,chart_tooltip_value_endpoint_image_reproducible_not_master_verified,上海航运交易所indexImg接口返回PNG图表，tooltip日期和值可读；按C级图表参考层留存，不覆盖A/B真实主表。,no,chart_reference_layer_only,2025-12-29,2026-01-04,26周批量图表接口复现并视觉抽取。,2026-01-02
chart-scfis-2026-01-05-欧洲航线,scfis_euquery_date_2026-01-09.png,SCFIS,上海出口集装箱结算运价指数,欧洲航线,2026-01-05,1795.83,index_point,tooltip_reading_from_sse_indexImg_png,上海航运交易所 indexImg 图表接口,https://www.sse.net.cn/index/indexImg?name=scfis&type=euquery&date=2026-01-09,D:\小袁工作\canglu-radar\01-raw-data\collection-drafts\chart-evidence\sse-http-probes\scfis_euquery_date_2026-01-09.png,canglu-radar\01-raw-data\collection-drafts\chart-evidence\drafts\scfis-europe-26week-chart-extract.csv,C_chart_reference,chart_tooltip_value_endpoint_image_reproducible_not_master_verified,上海航运交易所indexImg接口返回PNG图表，tooltip日期和值可读；按C级图表参考层留存，不覆盖A/B真实主表。,no,chart_reference_layer_only,2026-01-05,2026-01-11,26周批量图表接口复现并视觉抽取。,2026-01-09
chart-scfis-2026-01-12-欧洲航线,scfis_euquery_date_2026-01-16.png,SCFIS,上海出口集装箱结算运价指数,欧洲航线,2026-01-12,1956.39,index_point,tooltip_reading_from_sse_indexImg_png,上海航运交易所 indexImg 图表接口,https://www.sse.net.cn/index/indexImg?name=scfis&type=euquery&date=2026-01-16,D:\小袁工作\canglu-radar\01-raw-data\collection-drafts\chart-evidence\sse-http-probes\scfis_euquery_date_2026-01-16.png,canglu-radar\01-raw-data\collection-drafts\chart-evidence\drafts\scfis-europe-26week-chart-extract.csv,C_chart_reference,chart_tooltip_value_endpoint_image_reproducible_not_master_verified,上海航运交易所indexImg接口返回PNG图表，tooltip日期和值可读；按C级图表参考层留存，不覆盖A/B真实主表。,no,chart_reference_layer_only,2026-01-12,2026-01-18,26周批量图表接口复现并视觉抽取。,2026-01-16
chart-scfis-2026-01-19-欧洲航线,scfis_euquery_date_2026-01-23.png,SCFIS,上海出口集装箱结算运价指数,欧洲航线,2026-01-19,1954.19,index_point,tooltip_reading_from_sse_indexImg_png,上海航运交易所 indexImg 图表接口,https://www.sse.net.cn/index/indexImg?name=scfis&type=euquery&date=2026-01-23,D:\小袁工作\canglu-radar\01-raw-data\collection-drafts\chart-evidence\sse-http-probes\scfis_euquery_date_2026-01-23.png,canglu-radar\01-raw-data\collection-drafts\chart-evidence\drafts\scfis-europe-26week-chart-extract.csv,C_chart_reference,chart_tooltip_value_endpoint_image_reproducible_not_master_verified,上海航运交易所indexImg接口返回PNG图表，tooltip日期和值可读；按C级图表参考层留存，不覆盖A/B真实主表。,no,chart_reference_layer_only,2026-01-19,2026-01-25,26周批量图表接口复现并视觉抽取。,2026-01-23
chart-scfis-2026-01-26-欧洲航线,scfis_euquery_date_2026-01-30.png,SCFIS,上海出口集装箱结算运价指数,欧洲航线,2026-01-26,1859.31,index_point,tooltip_reading_from_sse_indexImg_png,上海航运交易所 indexImg 图表接口,https://www.sse.net.cn/index/indexImg?name=scfis&type=euquery&date=2026-01-30,D:\小袁工作\canglu-radar\01-raw-data\collection-drafts\chart-evidence\sse-http-probes\scfis_euquery_date_2026-01-30.png,canglu-radar\01-raw-data\collection-drafts\chart-evidence\drafts\scfis-europe-26week-chart-extract.csv,C_chart_reference,chart_tooltip_value_endpoint_image_reproducible_not_master_verified,上海航运交易所indexImg接口返回PNG图表，tooltip日期和值可读；按C级图表参考层留存，不覆盖A/B真实主表。,no,chart_reference_layer_only,2026-01-26,2026-02-01,26周批量图表接口复现并视觉抽取。,2026-01-30
chart-scfis-2026-02-02-欧洲航线,scfis_euquery_date_2026-02-06.png,SCFIS,上海出口集装箱结算运价指数,欧洲航线,2026-02-02,1792.14,index_point,tooltip_reading_from_sse_indexImg_png,上海航运交易所 indexImg 图表接口,https://www.sse.net.cn/index/indexImg?name=scfis&type=euquery&date=2026-02-06,D:\小袁工作\canglu-radar\01-raw-data\collection-drafts\chart-evidence\sse-http-probes\scfis_euquery_date_2026-02-06.png,canglu-radar\01-raw-data\collection-drafts\chart-evidence\drafts\scfis-europe-26week-chart-extract.csv,C_chart_reference,chart_tooltip_value_endpoint_image_reproducible_not_master_verified,上海航运交易所indexImg接口返回PNG图表，tooltip日期和值可读；按C级图表参考层留存，不覆盖A/B真实主表。,no,chart_reference_layer_only,2026-02-02,2026-02-08,26周批量图表接口复现并视觉抽取。,2026-02-06
chart-scfis-2026-02-09-欧洲航线,scfis_euquery_date_2026-02-13.png,SCFIS,上海出口集装箱结算运价指数,欧洲航线,2026-02-09,1657.94,index_point,tooltip_reading_from_sse_indexImg_png,上海航运交易所 indexImg 图表接口,https://www.sse.net.cn/index/indexImg?name=scfis&type=euquery&date=2026-02-13,D:\小袁工作\canglu-radar\01-raw-data\collection-drafts\chart-evidence\sse-http-probes\scfis_euquery_date_2026-02-13.png,canglu-radar\01-raw-data\collection-drafts\chart-evidence\drafts\scfis-europe-26week-chart-extract.csv,C_chart_reference,chart_tooltip_value_endpoint_image_reproducible_not_master_verified,上海航运交易所indexImg接口返回PNG图表，tooltip日期和值可读；按C级图表参考层留存，不覆盖A/B真实主表。,no,chart_reference_layer_only,2026-02-09,2026-02-15,26周批量图表接口复现并视觉抽取。,2026-02-13
chart-scfis-2026-02-16-欧洲航线,scfis_euquery_date_2026-02-20.png,SCFIS,上海出口集装箱结算运价指数,欧洲航线,2026-02-16,1607.27,index_point,tooltip_reading_from_sse_indexImg_png,上海航运交易所 indexImg 图表接口,https://www.sse.net.cn/index/indexImg?name=scfis&type=euquery&date=2026-02-20,D:\小袁工作\canglu-radar\01-raw-data\collection-drafts\chart-evidence\sse-http-probes\scfis_euquery_date_2026-02-20.png,canglu-radar\01-raw-data\collection-drafts\chart-evidence\drafts\scfis-europe-26week-chart-extract.csv,C_chart_reference,chart_tooltip_value_endpoint_image_reproducible_not_master_verified,上海航运交易所indexImg接口返回PNG图表，tooltip日期和值可读；按C级图表参考层留存，不覆盖A/B真实主表。,no,chart_reference_layer_only,2026-02-16,2026-02-22,26周批量图表接口复现并视觉抽取。,2026-02-20
chart-scfis-2026-02-23-欧洲航线,scfis_euquery_date_2026-02-27.png,SCFIS,上海出口集装箱结算运价指数,欧洲航线,2026-02-23,1573.51,index_point,tooltip_reading_from_sse_indexImg_png,上海航运交易所 indexImg 图表接口,https://www.sse.net.cn/index/indexImg?name=scfis&type=euquery&date=2026-02-27,D:\小袁工作\canglu-radar\01-raw-data\collection-drafts\chart-evidence\sse-http-probes\scfis_euquery_date_2026-02-27.png,canglu-radar\01-raw-data\collection-drafts\chart-evidence\drafts\scfis-europe-26week-chart-extract.csv,C_chart_reference,chart_tooltip_value_endpoint_image_reproducible_not_master_verified,上海航运交易所indexImg接口返回PNG图表，tooltip日期和值可读；按C级图表参考层留存，不覆盖A/B真实主表。,no,chart_reference_layer_only,2026-02-23,2026-03-01,26周批量图表接口复现并视觉抽取。,2026-02-27
chart-scfis-2026-03-02-欧洲航线,scfis_euquery_date_2026-03-06.png,SCFIS,上海出口集装箱结算运价指数,欧洲航线,2026-03-02,1463.4,index_point,tooltip_reading_from_sse_indexImg_png,上海航运交易所 indexImg 图表接口,https://www.sse.net.cn/index/indexImg?name=scfis&type=euquery&date=2026-03-06,D:\小袁工作\canglu-radar\01-raw-data\collection-drafts\chart-evidence\sse-http-probes\scfis_euquery_date_2026-03-06.png,canglu-radar\01-raw-data\collection-drafts\chart-evidence\drafts\scfis-europe-26week-chart-extract.csv,C_chart_reference,chart_tooltip_value_endpoint_image_reproducible_not_master_verified,上海航运交易所indexImg接口返回PNG图表，tooltip日期和值可读；按C级图表参考层留存，不覆盖A/B真实主表。,no,chart_reference_layer_only,2026-03-02,2026-03-08,26周批量图表接口复现并视觉抽取。,2026-03-06
